ID_Transaksi,Jumlah_Transaksi,Jenis_Transaksi,Lokasi,Kanal_Transaksi,Usia_Nasabah,Pekerjaan_Nasabah,Durasi_Transaksi,Saldo_Akun,Jumlah_Transaksi_Log,Kluster,Nama_Segmen
TX001268,249.34,Debit,Charlotte,ATM,26.0,Engineer,197.0,3030.97,5.522819993899877,2,C2- Young & Active
TX001269,421.52,Debit,San Jose,Branch,20.0,Student,67.0,369.86,6.046236782954962,2,C2- Young & Active
TX001270,189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,6570.36,5.251068513947426,1,C1 - Saver 
TX001271,73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,2264.98,4.306629370201435,1,C1 - Saver 
TX001272,188.13,Credit,Jacksonville,Online,75.0,Retired,198.0,5029.87,5.242434609300363,1,C1 - Saver 
TX001273,30.52,Debit,Jacksonville,Branch,62.0,Doctor,122.0,12327.74,3.4506222649896783,1,C1 - Saver 
TX001274,1235.69,Credit,San Jose,Branch,20.0,Student,118.0,420.25,7.120193734679902,0,C0 - High Spender  
TX001275,1159.39,Debit,Oklahoma City,Online,41.0,Doctor,150.0,6499.53,7.056511434492088,0,C0 - High Spender  
TX001276,170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,5172.99,5.1430660812767455,1,C1 - Saver 
TX001277,56.62,Debit,Austin,Branch,54.0,Doctor,121.0,8981.1,4.053869729656382,1,C1 - Saver 
TX001278,53.14,Debit,Las Vegas,ATM,34.0,Doctor,70.0,7915.0,3.9915732841861553,1,C1 - Saver 
TX001279,587.23,Debit,Omaha,Online,27.0,Student,144.0,500.84,6.377118027879466,2,C2- Young & Active
TX001281,21.27,Credit,Indianapolis,Online,62.0,Retired,114.0,7392.79,3.1032404812692764,1,C1 - Saver 
TX001282,1397.59,Credit,Austin,ATM,26.0,Student,144.0,1134.79,7.243219865237055,0,C0 - High Spender  
TX001283,76.02,Credit,Albuquerque,Online,34.0,Doctor,189.0,14765.41,4.344065128386763,1,C1 - Saver 
TX001286,135.15,Debit,Colorado Springs,Online,72.0,Retired,50.0,5878.14,4.913757219119769,1,C1 - Saver 
TX001287,39.48,Debit,Omaha,ATM,56.0,Retired,38.0,5889.51,3.70080802497921,1,C1 - Saver 
TX001288,451.68,Debit,Houston,Online,33.0,Engineer,15.0,4381.54,6.115185474097741,2,C2- Young & Active
TX001290,355.0,Credit,Fort Worth,Online,26.0,Student,33.0,185.47,5.87493073085203,2,C2- Young & Active
TX001291,427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,2443.54,6.060734046996435,2,C2- Young & Active
TX001292,254.86,Debit,Boston,Branch,23.0,Student,102.0,699.9,5.544630419888889,2,C2- Young & Active
TX001293,19.48,Debit,Dallas,ATM,27.0,Engineer,114.0,4739.59,3.019448800171307,2,C2- Young & Active
TX001294,190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,12893.85,5.253163084540927,1,C1 - Saver 
TX001296,206.63,Credit,Oklahoma City,Online,59.0,Retired,128.0,7626.53,5.335757649521882,1,C1 - Saver 
TX001297,93.22,Debit,Charlotte,Online,52.0,Retired,52.0,1014.63,4.545632473271895,2,C2- Young & Active
TX001298,547.98,Debit,Oklahoma City,ATM,28.0,Student,171.0,1358.54,6.308062010973451,2,C2- Young & Active
TX001299,641.06,Debit,Colorado Springs,ATM,23.0,Student,25.0,1602.13,6.464681757266964,2,C2- Young & Active
TX001300,314.55,Credit,Dallas,Branch,27.0,Student,19.0,1105.89,5.754317148030249,2,C2- Young & Active
TX001301,836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1731.89,6.7303615604244795,0,C0 - High Spender  
TX001302,1095.09,Debit,San Francisco,ATM,29.0,Engineer,52.0,8692.47,6.999504580924883,0,C0 - High Spender  
TX001303,189.45,Credit,Boston,Branch,53.0,Doctor,62.0,12578.75,5.249389692924613,1,C1 - Saver 
TX001304,91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1712.41,4.530877581406236,1,C1 - Saver 
TX001305,609.52,Debit,Washington,ATM,78.0,Retired,169.0,3485.03,6.414311053046921,0,C0 - High Spender  
TX001306,859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.0,1146.78,6.757281165627302,0,C0 - High Spender  
TX001307,100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,6393.12,4.615219521841093,1,C1 - Saver 
TX001308,28.78,Credit,Tucson,Online,40.0,Doctor,51.0,680.55,3.393837027255863,2,C2- Young & Active
TX001309,111.08,Debit,Chicago,Online,70.0,Doctor,83.0,7037.34,4.719212902028752,1,C1 - Saver 
TX001310,470.96,Credit,Indianapolis,Online,69.0,Doctor,124.0,12991.03,6.156894236231718,1,C1 - Saver 
TX001311,52.23,Credit,San Francisco,Branch,28.0,Student,96.0,105.01,3.974622147184666,2,C2- Young & Active
TX001312,78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1360.85,4.377265317572171,2,C2- Young & Active
TX001313,47.79,Debit,Denver,Branch,25.0,Student,37.0,1649.92,3.8875253738277458,2,C2- Young & Active
TX001314,333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,5237.36,5.814040975576219,1,C1 - Saver 
TX001315,30.87,Debit,Fresno,ATM,33.0,Doctor,295.0,14348.65,3.461665128429245,1,C1 - Saver 
TX001316,710.43,Debit,San Diego,Online,67.0,Retired,115.0,5625.55,6.567277028993498,0,C0 - High Spender  
TX001317,220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,3438.02,5.3992028843218955,2,C2- Young & Active
TX001318,27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,10668.24,3.342154841028372,1,C1 - Saver 
TX001319,101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,2018.9,4.630057901495871,2,C2- Young & Active
TX001320,162.65,Debit,New York,ATM,59.0,Engineer,147.0,9500.95,5.097730000947189,1,C1 - Saver 
TX001321,10.52,Debit,Kansas City,ATM,55.0,Retired,30.0,2472.99,2.444084655267745,1,C1 - Saver 
TX001322,270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,6522.47,5.604772124323102,1,C1 - Saver 
TX001324,247.58,Debit,San Antonio,ATM,39.0,Engineer,152.0,778.74,5.515764725317365,2,C2- Young & Active
TX001326,359.65,Credit,Jacksonville,Online,25.0,Student,289.0,219.53,5.887907958949682,2,C2- Young & Active
TX001327,109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,12896.06,4.70871906161665,1,C1 - Saver 
TX001328,215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,8697.11,5.37860619777684,1,C1 - Saver 
TX001329,490.76,Debit,Columbus,Online,66.0,Retired,156.0,6414.11,6.197990792598754,1,C1 - Saver 
TX001330,224.28,Debit,Chicago,Online,64.0,Retired,68.0,5767.51,5.417344072969677,1,C1 - Saver 
TX001332,608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,2991.17,6.413114635600407,0,C0 - High Spender  
TX001334,840.16,Credit,Colorado Springs,Branch,20.0,Student,68.0,1236.76,6.7347818915805036,0,C0 - High Spender  
TX001335,203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,13586.99,5.319785273163277,1,C1 - Saver 
TX001336,90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,7117.35,4.520483377820898,2,C2- Young & Active
TX001337,60.11,Credit,Albuquerque,Branch,61.0,Retired,122.0,7235.87,4.1126755189068245,1,C1 - Saver 
TX001338,393.92,Debit,Memphis,Branch,72.0,Retired,47.0,7318.64,5.978683212743249,1,C1 - Saver 
TX001339,19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,9847.6,3.015044584586364,1,C1 - Saver 
TX001340,557.41,Credit,Washington,Online,80.0,Retired,49.0,2968.75,6.325093459597267,1,C1 - Saver 
TX001341,57.07,Credit,Boston,Online,31.0,Doctor,99.0,9323.71,4.061649179383958,1,C1 - Saver 
TX001342,395.27,Credit,Miami,Online,18.0,Student,167.0,1764.08,5.982095797103882,2,C2- Young & Active
TX001343,289.05,Debit,New York,ATM,75.0,Retired,116.0,5683.49,5.670053321912073,1,C1 - Saver 
TX001344,46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,5225.73,3.8524852927119495,2,C2- Young & Active
TX001345,335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,6445.4,5.8185981490847825,1,C1 - Saver 
TX001346,388.07,Debit,Seattle,Online,24.0,Student,68.0,289.71,5.96375927601576,2,C2- Young & Active
TX001347,520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,9200.74,6.2573993526770755,1,C1 - Saver 
TX001348,787.41,Debit,Memphis,Online,25.0,Student,39.0,300.87,6.670018259114919,0,C0 - High Spender  
TX001349,31.7,Credit,Raleigh,ATM,48.0,Doctor,121.0,743.9,3.4873750779032076,2,C2- Young & Active
TX001350,22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1200.35,3.148453360571655,2,C2- Young & Active
TX001351,203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1562.39,5.318708056195771,1,C1 - Saver 
TX001352,315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,7719.71,5.758712481514662,1,C1 - Saver 
TX001353,192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,2610.67,5.263881189226909,1,C1 - Saver 
TX001354,1510.71,Debit,Oklahoma City,Online,66.0,Retired,51.0,2060.02,7.32099673940191,0,C0 - High Spender  
TX001355,0.26,Debit,Oklahoma City,Online,20.0,Student,173.0,1833.67,0.23111172096338664,2,C2- Young & Active
TX001356,210.77,Debit,Mesa,ATM,71.0,Retired,161.0,5396.65,5.355500780075491,1,C1 - Saver 
TX001357,406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,12995.7,6.01040896310892,1,C1 - Saver 
TX001358,422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,7616.43,6.049497578358592,1,C1 - Saver 
TX001359,20.62,Credit,Philadelphia,ATM,35.0,Doctor,225.0,12500.8,3.073618812211062,1,C1 - Saver 
TX001360,174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1127.08,5.167012065770046,2,C2- Young & Active
TX001361,7.86,Credit,Sacramento,Branch,76.0,Retired,91.0,3621.98,2.1815467646169897,1,C1 - Saver 
TX001363,54.85,Credit,San Francisco,Branch,58.0,Retired,40.0,2727.45,4.02266952551521,1,C1 - Saver 
TX001364,204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,5117.03,5.326418796658912,1,C1 - Saver 
TX001365,16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,6089.79,2.865053949911875,2,C2- Young & Active
TX001366,91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,2618.1,4.52526080275979,1,C1 - Saver 
TX001368,49.62,Debit,Portland,ATM,55.0,Engineer,111.0,3841.42,3.9243467551169777,1,C1 - Saver 
TX001369,487.16,Credit,Los Angeles,Branch,28.0,Student,84.0,321.21,6.19064322096836,2,C2- Young & Active
TX001370,405.6,Debit,Tucson,Online,37.0,Engineer,44.0,9754.73,6.007829901194246,1,C1 - Saver 
TX001371,512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,9584.52,6.242125984458931,1,C1 - Saver 
TX001372,345.94,Debit,Portland,ATM,31.0,Doctor,163.0,7624.56,5.849151854333263,1,C1 - Saver 
TX001373,356.56,Debit,New York,Online,47.0,Engineer,52.0,2485.73,5.879303180219652,2,C2- Young & Active
TX001374,10.31,Debit,Louisville,Online,36.0,Engineer,280.0,2137.9,2.425687290128029,2,C2- Young & Active
TX001375,211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,6412.85,5.359835706526454,2,C2- Young & Active
TX001376,221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,707.25,5.4048821567760665,2,C2- Young & Active
TX001377,278.23,Debit,Fresno,Online,48.0,Engineer,83.0,8300.54,5.632035814972629,1,C1 - Saver 
TX001378,116.88,Debit,Memphis,ATM,45.0,Doctor,263.0,7717.34,4.769667157869494,1,C1 - Saver 
TX001379,328.77,Credit,San Diego,Online,39.0,Doctor,247.0,6967.03,5.798395441767263,1,C1 - Saver 
TX001380,77.53,Debit,Louisville,Branch,54.0,Retired,55.0,5158.6,4.363480717386783,1,C1 - Saver 
TX001381,421.74,Debit,San Jose,Online,67.0,Doctor,103.0,12031.14,6.046757332856691,1,C1 - Saver 
TX001382,313.69,Debit,Oklahoma City,Branch,73.0,Retired,152.0,7093.68,5.7515880272706,1,C1 - Saver 
TX001383,411.72,Debit,Washington,Branch,29.0,Doctor,153.0,8539.86,6.022769396936394,1,C1 - Saver 
TX001384,508.73,Debit,Chicago,Branch,59.0,Retired,89.0,7640.57,6.233881173765777,1,C1 - Saver 
TX001385,153.08,Debit,Omaha,ATM,24.0,Student,201.0,1292.21,5.037471948049816,2,C2- Young & Active
TX001386,23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,5958.75,3.178470410233162,1,C1 - Saver 
TX001387,69.28,Debit,Los Angeles,Online,25.0,Student,129.0,708.74,4.252487263318897,2,C2- Young & Active
TX001388,51.25,Credit,Austin,Branch,28.0,Student,66.0,1744.4,3.9560398908449206,2,C2- Young & Active
TX001389,407.65,Debit,Denver,ATM,25.0,Student,263.0,273.78,6.0128590439621385,2,C2- Young & Active
TX001390,459.25,Debit,Tucson,Branch,25.0,Student,59.0,130.76,6.131769820113187,2,C2- Young & Active
TX001391,301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,10389.6,5.712279604910147,1,C1 - Saver 
TX001392,17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1048.18,2.9269179575536315,1,C1 - Saver 
TX001393,5.29,Credit,San Francisco,Online,32.0,Doctor,132.0,12896.68,1.8389610707123492,1,C1 - Saver 
TX001394,401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,8208.54,5.997372063322444,1,C1 - Saver 
TX001395,145.4,Debit,Tucson,Online,38.0,Engineer,24.0,5244.49,4.986342601527212,2,C2- Young & Active
TX001396,556.34,Debit,Seattle,Online,37.0,Doctor,46.0,11935.14,6.323175466627484,1,C1 - Saver 
TX001397,34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1484.76,3.564166209940295,2,C2- Young & Active
TX001398,780.59,Credit,Tucson,Online,23.0,Student,145.0,6513.34,6.661330306378558,0,C0 - High Spender  
TX001399,282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,13801.15,5.647741083772576,1,C1 - Saver 
TX001400,305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,12958.65,5.7244670658490335,1,C1 - Saver 
TX001401,185.81,Debit,Austin,Online,32.0,Doctor,116.0,9588.71,5.23009205755247,1,C1 - Saver 
TX001403,447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,7544.4,6.106911522966818,2,C2- Young & Active
TX001404,279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1193.61,5.635860458170742,2,C2- Young & Active
TX001406,611.15,Debit,Detroit,ATM,27.0,Student,121.0,892.83,6.416977350519924,2,C2- Young & Active
TX001407,275.2,Debit,New York,Online,54.0,Engineer,81.0,1230.12,5.621125240975192,2,C2- Young & Active
TX001408,427.79,Debit,San Jose,Branch,18.0,Student,189.0,1479.67,6.060967288589134,2,C2- Young & Active
TX001409,469.13,Credit,San Antonio,ATM,54.0,Doctor,139.0,1265.28,6.153009252203234,2,C2- Young & Active
TX001410,102.81,Debit,Seattle,Branch,76.0,Retired,47.0,3228.87,4.642562305205154,1,C1 - Saver 
TX001411,22.61,Debit,Seattle,Online,19.0,Student,145.0,1111.67,3.1616703510974213,2,C2- Young & Active
TX001412,68.28,Debit,Boston,Online,56.0,Engineer,293.0,3213.16,4.2381562642541795,1,C1 - Saver 
TX001413,33.65,Credit,New York,Online,63.0,Doctor,146.0,12719.93,3.5452977256359124,1,C1 - Saver 
TX001414,362.68,Credit,Miami,ATM,63.0,Retired,137.0,2040.77,5.896274360104233,1,C1 - Saver 
TX001415,73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1309.85,4.307168381129456,2,C2- Young & Active
TX001416,654.49,Credit,Austin,Online,25.0,Student,104.0,164.61,6.485383047557258,2,C2- Young & Active
TX001417,18.56,Credit,Memphis,Branch,49.0,Engineer,161.0,4230.37,2.9734866646066713,1,C1 - Saver 
TX001418,389.05,Debit,Dallas,ATM,27.0,Student,41.0,761.0,5.966274936034322,2,C2- Young & Active
TX001421,66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,871.1,4.2181832991257,2,C2- Young & Active
TX001422,335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,3023.16,5.81853871195439,2,C2- Young & Active
TX001423,38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1119.21,3.66714496196793,2,C2- Young & Active
TX001424,1076.98,Debit,Detroit,Branch,60.0,Doctor,173.0,11833.73,6.98284419842114,0,C0 - High Spender  
TX001425,360.02,Debit,Dallas,Online,68.0,Retired,68.0,6400.59,5.888933358460315,1,C1 - Saver 
TX001426,567.71,Debit,Memphis,Online,63.0,Doctor,80.0,13884.24,6.343370638121583,1,C1 - Saver 
TX001427,218.19,Debit,Austin,ATM,19.0,Student,185.0,620.83,5.3899389335952606,2,C2- Young & Active
TX001428,209.99,Debit,Denver,ATM,19.0,Student,40.0,1938.01,5.3518107389880365,2,C2- Young & Active
TX001429,11.02,Debit,Tucson,Branch,19.0,Student,280.0,964.79,2.4865719291070616,2,C2- Young & Active
TX001430,83.43,Debit,New York,Online,56.0,Retired,109.0,1870.16,4.435922788681409,1,C1 - Saver 
TX001431,344.97,Debit,Austin,Online,34.0,Doctor,106.0,5577.94,5.846352066096299,2,C2- Young & Active
TX001432,172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,8700.8,5.154966491652154,1,C1 - Saver 
TX001433,195.54,Debit,Omaha,Online,60.0,Retired,255.0,2794.66,5.280865972934281,1,C1 - Saver 
TX001434,101.23,Debit,Colorado Springs,Online,45.0,Engineer,87.0,6169.71,4.627225176768922,1,C1 - Saver 
TX001435,180.46,Debit,Fresno,ATM,25.0,Student,34.0,831.75,5.201035243741483,2,C2- Young & Active
TX001436,692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,2451.56,6.541823335209299,0,C0 - High Spender  
TX001437,147.31,Credit,Mesa,Online,34.0,Doctor,92.0,13625.52,4.999304677753871,1,C1 - Saver 
TX001438,107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1379.39,4.686565824192085,2,C2- Young & Active
TX001439,1831.02,Credit,Columbus,Online,62.0,Doctor,83.0,11498.01,7.513174462205053,0,C0 - High Spender  
TX001440,81.51,Debit,Washington,Branch,25.0,Student,97.0,865.49,4.412919498116252,2,C2- Young & Active
TX001441,365.48,Credit,Seattle,Online,76.0,Retired,216.0,7147.4,5.903943949578487,1,C1 - Saver 
TX001442,491.1,Credit,Houston,Online,35.0,Engineer,125.0,7833.85,6.198681947871933,1,C1 - Saver 
TX001443,452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,4840.67,6.117656572345742,1,C1 - Saver 
TX001444,645.04,Debit,Memphis,Branch,70.0,Retired,78.0,7361.47,6.470861421370312,0,C0 - High Spender  
TX001445,169.28,Debit,Philadelphia,Branch,45.0,Doctor,114.0,5128.44,5.137444140959952,1,C1 - Saver 
TX001446,88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,12381.45,4.4933443708058345,1,C1 - Saver 
TX001447,155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,4008.05,5.053247684900132,2,C2- Young & Active
TX001448,991.82,Debit,Milwaukee,Online,43.0,Engineer,300.0,3493.13,6.9005493787318075,0,C0 - High Spender  
TX001449,39.24,Debit,Dallas,ATM,77.0,Retired,106.0,6462.41,3.6948615257914836,1,C1 - Saver 
TX001450,152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,4625.12,5.030503278733722,1,C1 - Saver 
TX001451,78.77,Credit,Las Vegas,ATM,48.0,Engineer,50.0,6470.57,4.379147493923038,1,C1 - Saver 
TX001452,26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,4854.83,3.3141860046725258,1,C1 - Saver 
TX001453,83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,12652.22,4.438170645291922,1,C1 - Saver 
TX001454,142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,11705.88,4.968284353555726,1,C1 - Saver 
TX001455,55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,932.61,4.0428758138469085,2,C2- Young & Active
TX001456,774.48,Debit,Louisville,Branch,61.0,Doctor,31.0,11613.58,6.653482192471007,0,C0 - High Spender  
TX001457,105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1068.55,4.666923582263574,2,C2- Young & Active
TX001458,118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1616.3,4.786074071694426,2,C2- Young & Active
TX001459,46.22,Debit,San Jose,Branch,23.0,Student,217.0,471.28,3.8548175316573667,2,C2- Young & Active
TX001460,659.71,Credit,San Jose,Branch,21.0,Student,148.0,106.86,6.493315014383689,2,C2- Young & Active
TX001461,377.97,Debit,Miami,Online,72.0,Retired,160.0,2457.1,5.937457046276627,1,C1 - Saver 
TX001462,114.1,Debit,Boston,Branch,69.0,Retired,148.0,5882.12,4.745801315727837,1,C1 - Saver 
TX001463,11.3,Credit,Louisville,Online,55.0,Retired,41.0,1938.99,2.509599262378372,1,C1 - Saver 
TX001464,95.5,Debit,Omaha,Online,57.0,Retired,17.0,4079.09,4.56954300834494,1,C1 - Saver 
TX001465,130.93,Credit,Houston,Branch,28.0,Engineer,149.0,860.12,4.882271478895685,2,C2- Young & Active
TX001466,272.97,Debit,Boston,Online,68.0,Retired,174.0,7811.31,5.6130186113426115,1,C1 - Saver 
TX001467,73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1181.84,4.308783672906164,2,C2- Young & Active
TX001468,29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,10915.54,3.43204984514492,1,C1 - Saver 
TX001469,307.24,Debit,San Jose,ATM,19.0,Student,136.0,1670.72,5.730878700317902,2,C2- Young & Active
TX001470,50.52,Debit,Boston,Online,20.0,Student,140.0,1121.19,3.9419700817960983,2,C2- Young & Active
TX001471,820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,5621.86,6.71108324487372,0,C0 - High Spender  
TX001472,153.07,Debit,Detroit,ATM,56.0,Engineer,116.0,8873.43,5.037407044593683,1,C1 - Saver 
TX001473,52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,6990.92,3.987872317711584,1,C1 - Saver 
TX001474,384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,7831.56,5.9543077027116285,1,C1 - Saver 
TX001475,235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,6173.23,5.465609884322231,1,C1 - Saver 
TX001476,114.23,Debit,Dallas,ATM,56.0,Doctor,64.0,9523.72,4.746930131025923,1,C1 - Saver 
TX001477,12.62,Debit,El Paso,Branch,33.0,Doctor,61.0,6420.47,2.611539300721366,2,C2- Young & Active
TX001478,997.37,Debit,Fort Worth,ATM,23.0,Student,145.0,1146.09,6.906123949086788,0,C0 - High Spender  
TX001479,373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,6430.41,5.925645206070689,1,C1 - Saver 
TX001480,336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1635.05,5.820231287299448,2,C2- Young & Active
TX001481,366.93,Debit,Houston,Online,66.0,Retired,33.0,6697.79,5.907892702684004,1,C1 - Saver 
TX001482,112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,7369.89,4.729774349212622,1,C1 - Saver 
TX001483,494.96,Debit,Sacramento,ATM,40.0,Engineer,132.0,6903.68,6.206495278311642,1,C1 - Saver 
TX001484,561.58,Debit,Sacramento,Online,65.0,Doctor,23.0,11748.86,6.332533346188176,1,C1 - Saver 
TX001485,440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,7303.23,6.091174126256959,1,C1 - Saver 
TX001486,71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.0,10619.35,4.289088639014612,1,C1 - Saver 
TX001487,256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1794.5,5.551640886363379,1,C1 - Saver 
TX001488,166.55,Credit,Houston,Branch,59.0,Doctor,99.0,12970.21,5.12128181418332,1,C1 - Saver 
TX001489,276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,120.89,5.62495569411023,2,C2- Young & Active
TX001490,35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,5692.31,3.596215769250517,1,C1 - Saver 
TX001491,38.14,Debit,Portland,Branch,50.0,Engineer,165.0,9879.87,3.66714496196793,1,C1 - Saver 
TX001492,506.26,Credit,Baltimore,ATM,64.0,Retired,86.0,6266.65,6.229023692656502,1,C1 - Saver 
TX001493,736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,14268.95,6.603021990627973,0,C0 - High Spender  
TX001494,389.43,Credit,Austin,ATM,52.0,Engineer,151.0,6449.83,5.9672486958488635,1,C1 - Saver 
TX001495,25.58,Debit,Omaha,ATM,60.0,Engineer,166.0,6741.41,3.2801590532850993,1,C1 - Saver 
TX001496,446.1,Debit,Seattle,ATM,25.0,Student,243.0,1008.44,6.102782283239935,2,C2- Young & Active
TX001497,147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1711.78,5.002199815275154,2,C2- Young & Active
TX001498,1228.81,Debit,San Francisco,ATM,26.0,Student,254.0,1821.0,7.11461496488979,0,C0 - High Spender  
TX001499,46.23,Debit,Fresno,Online,77.0,Retired,282.0,5107.75,3.8550292839080256,1,C1 - Saver 
TX001500,265.37,Debit,Washington,Branch,33.0,Engineer,77.0,5229.95,5.5848863197123455,2,C2- Young & Active
TX001501,342.57,Debit,Boston,Online,20.0,Student,91.0,339.16,5.839390875471746,2,C2- Young & Active
TX001502,417.26,Credit,New York,Online,32.0,Doctor,45.0,10442.48,6.036103248726362,1,C1 - Saver 
TX001503,33.63,Debit,Columbus,Online,63.0,Retired,76.0,4324.4,3.5447203584143305,1,C1 - Saver 
TX001504,64.58,Debit,El Paso,Branch,55.0,Retired,173.0,6292.29,4.1832707714165025,1,C1 - Saver 
TX001505,23.23,Credit,Miami,Branch,21.0,Student,122.0,269.01,3.1875915348284343,2,C2- Young & Active
TX001507,278.88,Debit,Kansas City,Branch,64.0,Doctor,179.0,1334.09,5.634360939877696,1,C1 - Saver 
TX001508,285.49,Credit,Charlotte,Branch,53.0,Doctor,109.0,6366.84,5.657703631531674,1,C1 - Saver 
TX001509,71.87,Debit,Nashville,ATM,22.0,Student,258.0,1839.1,4.288677031682191,2,C2- Young & Active
TX001510,308.8,Debit,Baltimore,ATM,53.0,Retired,41.0,3966.54,5.735926927982768,1,C1 - Saver 
TX001512,288.43,Debit,Phoenix,Branch,66.0,Retired,72.0,4577.09,5.66791347157529,1,C1 - Saver 
TX001513,147.46,Credit,Albuquerque,Online,65.0,Doctor,205.0,7458.03,5.000315561689401,1,C1 - Saver 
TX001515,71.34,Debit,Miami,Online,49.0,Engineer,144.0,6345.03,4.281377226523952,1,C1 - Saver 
TX001516,170.36,Debit,Indianapolis,ATM,30.0,Doctor,118.0,6034.73,5.1437666066994385,2,C2- Young & Active
TX001517,965.66,Debit,Raleigh,ATM,53.0,Engineer,32.0,765.81,6.87384683073095,0,C0 - High Spender  
TX001518,736.53,Debit,Philadelphia,ATM,55.0,Engineer,120.0,9826.26,6.603306765352751,0,C0 - High Spender  
TX001519,213.42,Debit,Columbus,ATM,45.0,Engineer,17.0,3736.38,5.367936708428093,2,C2- Young & Active
TX001520,94.09,Debit,Miami,Branch,27.0,Student,203.0,646.85,4.554823811551353,2,C2- Young & Active
TX001522,263.92,Credit,San Diego,Branch,57.0,Retired,233.0,4161.71,5.579427893616779,1,C1 - Saver 
